plot;tree.n;h.status.x;def;height;DBH;canopyA;mycrhz;pci;richness.05;richness.010;shannon.05;shannon.010;shrubcov.05;shrubcov.010;FRic05;FEve05;FDiv05;RaoQ05;FRic010;FEve010;FDiv010;RaoQ010;Ndef.m;Ntindex;Ndindex;basalA.hectare;stands.hectare;slope;comp;aridity.index;lat;long;pH;CO3;C;N;pbray;NO3;NH4;Ca.mass;Ca.mol;Mg.mass;Mg.mol;K.mass;K.mol;Na.mass;Na.mol;humid;sand;LAB.a.010;LAB.a.05;LAB.r.010;LAB.r.05;CIS.a.010;CIS.a.05;CIS.r.010;CIS.r.05;FAB.a.010;FAB.a.05;FAB.r.010;FAB.r.05;NMDS1;NMDS2
La Garza;64;D;35;0.566;1.056;0.628;NA;NA;1.492;1.673;1.59;1.793;0.99;1.139;-0.001;1.325;0.971;-0.241;0.222;0.676;0.777;-0.097;-0.241;-0.957;-0.804;-0.946;-0.988;2.129;0.748;-1.078;-0.601;-0.185;1.741;-0.102;0.295;0.153;-0.638;-0.817;-0.59;2.745;2.745;-1.183;-1.183;4.135;4.135;1.103;1.107;0.764;-1.612;0.856421303;0.393229574;0.317800304;0.095530643;-0.717836694;-0.709327253;-1.047993184;-1.044254965;4.001732272;4.215808179;2.772612955;3.884017223;-0.976803214;-0.254006155
La Garza;65;D;65;-1.528;-0.791;-1.335;-1.228;-0.573;1.948;2.05;1.296;1.478;1.533;0.979;-0.135;0.97;0.925;-0.262;0.147;0.698;0.72;-0.144;1.012;0.026;0.592;-0.502;-0.383;2.507;0.748;-1.078;-0.603;-0.183;1.077;-0.102;0.284;0.153;-0.5;-0.929;0.014;0.972;0.972;-0.856;-0.857;1.388;1.388;0.741;0.746;-0.365;0.151;0.808334997;0.552191353;0.34568152;0.050764369;-0.289344652;0.150522109;-0.612714184;-0.375429141;3.209456224;4.153809482;2.406043723;2.901131439;-0.239083274;-0.074254476
La Garza;66;D;55;-0.691;-0.016;-0.873;NA;NA;1.492;1.673;0.983;1.32;0.181;0.568;-0.15;0.873;1.167;-0.265;0.147;1.072;1.045;-0.091;1.25;-0.826;-0.409;-0.845;-0.786;1.019;0.994;-1.078;-0.602;-0.183;1.464;-0.102;0.45;0.153;-0.407;-0.93;0.396;1.759;1.759;-0.35;-0.348;2.184;2.184;0.628;0.629;0.003;-0.097;-0.132782698;-0.299720318;-0.211942799;-0.29244373;-0.657050614;-0.314289062;-0.943014131;-0.362951047;3.86376696;1.928745109;3.773839366;3.272863883;-0.468934013;0.164781126
La Garza;67;D;70;-0.318;-0.016;-1.081;-0.824;NA;0.58;0.543;1.351;0.916;-0.569;-0.639;-0.243;1.525;0.172;-0.304;-0.12;0.858;0.373;-0.274;1.625;0.819;1.832;0.182;-0.383;2.507;0.452;-1.078;-0.602;-0.181;1.797;-0.102;-0.097;-0.142;-0.141;-0.973;-0.103;0.654;0.654;-0.827;-0.829;0.165;0.165;0.738;0.735;-0.691;0.669;0.010102324;-0.096002309;1.17282426;0.776972813;-0.752713954;-0.709327253;-0.904607161;-1.044254965;0.249348989;0.159715602;2.105128681;1.993852254;-0.989456883;-0.284985887
La Garza;68;H;25;-0.737;-0.767;-0.545;NA;NA;-0.332;-0.21;0.155;0.267;-0.914;-0.962;-0.277;-0.885;1.262;-0.321;-0.328;0.557;0.962;-0.29;1.421;-0.637;-0.201;-0.774;-0.584;0.846;0.316;-1.078;-0.6;-0.182;-0.178;-0.102;3.206;2.661;0.529;-0.969;1.092;0.849;0.849;0.971;0.972;0.958;0.958;0.324;0.322;-0.365;0.712;-0.435039476;-0.452508824;0.531556293;-0.466534796;-0.728299872;-0.693936155;0.608627482;0.453116284;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.210235468;-1.897436871
La Garza;69;H;10;-0.644;0.563;1.249;0.816;NA;-1.244;-0.964;-1.077;-1.19;-0.934;-0.967;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;0.143;-0.716;-0.477;-0.514;-0.988;1.087;0.378;-1.078;-0.601;-0.183;2.313;-0.102;10.144;8.267;1.412;-0.813;6.882;6.267;6.267;4.928;4.929;2.388;2.389;1.373;1.372;1.499;-0.087;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.133129103;-0.318363245;5.065038453;-0.368853957;-3.749753466;-0.895973615
Las Navas ;70;D;75;-0.272;0.982;1.77;NA;NA;0.124;-0.21;-0.875;-0.541;0.743;0.021;-0.195;1.575;0.621;-0.328;-0.02;1.648;-0.41;-0.12;0.259;-0.061;-0.102;0.331;0.827;-0.755;1.388;0.451;-0.342;0.029;0.117;-0.102;-0.275;-0.733;-0.473;-0.844;-0.73;-0.172;-0.172;-0.944;-0.945;0.109;0.109;-0.085;-0.081;-1.298;0.451;-0.048975137;-0.386146139;0.048281883;-0.416794491;0.384284699;1.44953081;1.133522747;1.426407597;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.099860948;0.178257522
Las Navas ;71;H;0;0.147;0.699;2.06;-0.077;NA;-0.332;-0.587;-0.47;-0.049;-0.194;-0.413;-0.277;-0.885;1.262;-0.167;-0.333;-1.093;1.331;0.203;-0.697;0.69;-0.355;0.367;0.021;-1.155;1.856;0.451;-0.342;0.029;0.136;-0.102;-0.477;-0.88;-0.491;-0.551;-0.33;-0.33;-0.33;-0.736;-0.735;-0.273;-0.273;-0.193;-0.187;-0.868;0.612;0.269768375;-0.162364994;1.112414959;0.030868248;-0.279379721;0.156678548;0.544615864;1.201801909;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.070399195;-0.125184658
Las Navas ;72;D;65;-1.202;0.046;-0.52;-0.614;-0.573;-0.332;0.166;0.192;0.618;0.595;1.225;-0.277;-0.885;1.262;0.382;0.483;0.605;0.386;0.598;0.441;-0.017;0.417;0.069;1.029;-0.332;2.144;0.451;-0.337;0.028;0.357;-0.102;-1.819;-1.765;-0.538;-0.923;-0.643;-0.347;-0.347;-0.696;-0.693;-0.641;-0.641;-0.132;-0.134;-1.493;1.318;3.749843005;2.538441934;1.986026392;2.020480421;0.529274448;0.284937701;0.068369428;0.203554409;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.061233165;-0.256569028
Las Navas ;73;H;25;-0.97;-0.163;0.573;NA;NA;-0.332;0.166;-0.268;0.442;0.25;0.289;-0.277;-0.885;1.262;-0.071;0.483;0.855;0.144;0.392;-0.343;-0.613;-0.699;-0.42;0.625;-1.042;2.473;0.451;-0.335;0.029;0.21;-0.102;-1.011;-1.323;-0.444;-0.896;-0.868;-0.212;-0.212;-0.292;-0.292;-0.505;-0.505;0.117;0.12;-1.521;1.217;2.03934442;0.30063048;2.027848216;0.344232165;-0.033744166;0.579933753;0.040204316;1.047073547;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.98072971;-0.232434136
Las Navas ;74;D;40;-1.156;-0.545;0.058;NA;NA;0.58;1.673;0.542;0.547;-0.49;0.585;0.16;-0.177;-0.144;0.807;4.654;-0.313;-0.417;1.088;-0.663;0.191;-0.613;0.108;1.23;-1.012;1.61;0.451;-0.336;0.03;0.929;-0.102;0.2;-0.438;-0.46;-0.965;-0.324;0.079;0.079;-0.032;-0.031;-0.56;-0.56;-0.001;0.004;-1.069;1.032;0.944350547;-0.344476547;0.666315504;-0.153170878;0.575113132;-0.24041179;0.585583299;0.984683078;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.939215116;-0.039087067
Las Navas ;75;D;50;-0.877;-0.04;0.037;-0.787;NA;-0.332;-0.21;-0.709;-0.242;-0.539;-0.388;-0.277;-0.884;1.262;-0.255;-0.02;1.535;-0.281;-0.005;-0.411;1.103;-0.008;0.789;1.029;-1.034;2.473;0.451;-0.335;0.031;0.763;-0.102;-1.38;-1.618;-0.48;-0.892;-0.817;-0.511;-0.511;-0.879;-0.88;-0.581;-0.581;-0.25;-0.251;-1.493;1.285;-0.062714081;-0.375342911;0.373562736;-0.217833274;-0.127414519;-0.221942472;0.951729752;1.326582847;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.040508112;0.126323824
Las Navas ;76;H;20;-1.063;-0.016;-0.008;NA;NA;0.124;0.543;0.027;0.565;0.694;1.028;-0.195;1.223;0.779;-0.157;2.946;-0.2;0.002;0.647;-0.926;-0.024;-0.895;-0.162;0.827;-0.906;2.226;0.451;-0.338;0.031;0.782;-0.102;-1.297;-1.618;-0.454;-0.983;-0.429;-0.368;-0.368;-0.756;-0.754;-0.597;-0.597;-0.07;-0.071;-1.382;1.314;0.811082786;-0.372256275;0.327094043;-0.4018724;1.321984727;1.380270868;0.951729752;1.421416359;-0.323002156;-0.318363245;-0.356903477;-0.368853957;1.054624408;-0.035533672
Las Navas ;77;H;10;-1.389;-0.594;-0.107;1.315;-0.18;-0.332;0.166;-0.231;0.477;-0.687;-0.24;-0.277;-0.885;1.262;-0.065;0.483;1.034;-0.319;0.408;-1.237;0.736;-0.904;0.894;0.625;-1.042;2.473;0.451;-0.34;0.031;1.022;-0.102;-0.144;-0.585;-0.509;-0.849;-0.593;0.139;0.138;-0.074;-0.073;-0.512;-0.512;0.135;0.131;-0.982;0.773;0.455244125;-0.292003726;1.070593135;0.364128287;-0.128909259;-0.442035178;0.567660046;1.034595453;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.937170038;-0.066616236
Las Navas ;78;D;40;-0.83;0.76;0.191;NA;NA;-0.332;-0.21;-0.838;0.284;-0.046;0.068;-0.277;-0.883;1.262;-0.303;0.184;1.32;0.841;0.802;-0.326;0.369;0.097;0.234;-0.181;-1.042;2.411;0.451;-0.342;0.031;0.468;-0.102;-0.013;-0.585;-0.522;-0.888;-0.792;-0.132;-0.132;-0.3;-0.301;-0.254;-0.253;0.026;0.025;-1.012;0.399;0.758874797;-0.366083002;0.996243226;-0.342184035;0.150108815;0.416275074;0.608627482;1.388973315;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.942474958;0.198545692
Las Navas ;79;D;50;-0.737;0.145;0.618;-1.166;-0.402;0.58;0.543;1.167;0.986;0.102;-0.006;0.184;1.608;0.296;0.782;1.004;0.755;-0.037;1.056;-0.496;-0.112;-0.414;-0.386;-0.181;-0.528;1.98;0.451;-0.342;0.031;1.003;-0.102;-0.489;-1.028;-0.629;-0.989;-0.562;0.115;0.115;-0.575;-0.577;0.887;0.887;0.338;0.343;-0.631;-0.006;0.66407608;1.421079525;0.982302618;1.836441295;0.091813967;0.014567406;0.616308876;0.298387922;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.833667818;0.122148447
Las Navas ;80;D;80;-0.97;-0.57;-0.238;NA;NA;1.036;0.92;0.174;0.372;0.941;0.462;0.979;-0.169;0.09;0.198;1.975;0.392;0.121;0.826;-0.027;-0.568;-0.432;-0.433;-0.181;-0.838;1.98;0.24;-0.344;0.032;-0.307;-0.102;-0.703;-1.175;-0.566;-0.871;-0.377;-0.455;-0.455;-1.068;-1.067;-0.067;-0.067;0.081;0.078;-1.298;0.465;0.551416736;0.464222213;0.41538456;0.155219008;0.698180032;1.380270868;0.892839064;1.096985922;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.943245642;0.333773802
Las Navas ;81;H;20;-1.249;-0.656;-0.573;NA;NA;0.58;0.166;0.339;0.582;0.891;0.708;0.382;0.706;-0.191;-0.035;0.483;1.106;-0.445;0.465;0.347;-0.317;-0.177;-0.619;-0.383;-0.997;2.473;0.24;-0.345;0.031;-0.012;-0.102;-1.035;-1.323;-0.49;-0.961;-0.599;-0.389;-0.389;-0.14;-0.138;-0.326;-0.327;-0.437;-0.442;-1.436;0.945;1.015793058;0.475025441;0.638434288;0.180089161;0.867085616;1.355132074;0.805783264;1.129428965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.9981703;-0.04286668
Las Navas ;82;H;15;-0.83;-0.41;0.254;0.307;-0.573;1.948;1.296;1.553;1.478;1.385;1.385;2.45;0.705;0.598;1.004;1.79;0.858;0.167;1.751;-0.51;-0.281;-0.562;-0.199;0.424;-0.596;2.473;0.451;-0.345;0.031;0.007;-0.102;-0.144;-0.585;-0.511;-1.003;-0.385;0.338;0.338;-0.603;-0.605;1.706;1.706;0.371;0.375;-0.895;-0.184;1.962406331;1.933461182;0.838249669;0.841635208;1.377788342;1.503912691;0.693122817;0.787529197;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.723943816;0.133851199
Las Navas ;83;H;10;-0.83;-0.102;1.062;NA;NA;0.124;0.543;0.413;0.758;0.3;0.486;0.299;0.555;0.415;1.203;1.039;-0.331;-0.16;0.691;-0.441;-0.041;-0.425;0.151;0.021;-0.959;2.041;0.451;-0.344;0.03;0.283;-0.102;-0.382;-0.733;-0.445;-0.848;-0.173;-0.384;-0.384;0.083;0.081;0.143;0.143;-0.108;-0.113;-1.325;0.442;0.151613452;-0.452508824;0.052928753;-0.466534796;0.899969889;0.894425196;1.128401817;1.453859403;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.92292559;0.111580372
Las Navas ;84;H;20;-1.202;-0.533;0.419;2.107;-0.573;-0.788;0.166;-1.077;0.565;-0.884;-0.674;-0.277;-0.885;-1.231;-0.353;0.483;1.349;-0.532;0.781;0.079;0.529;0.194;0.14;0.222;-1.216;1.117;0.451;-0.346;0.03;1.188;-0.102;-1.225;-1.618;-0.483;-1.019;-0.549;0.51;0.51;-0.182;-0.18;-0.625;-0.625;3.893;3.896;-1.493;1.297;-0.450152315;-0.452508824;-0.34205514;-0.466534796;-0.348635993;-0.645197677;1.343480853;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.788262962;0.792208972
Las Navas ;85;D;60;-0.784;-0.471;-0.043;-1.42;-0.573;0.58;0.543;0.321;0.46;0.201;0.1;1.084;1.593;0.348;0.596;1.004;1.385;-0.06;1.106;-0.624;-0.235;-0.65;-0.137;-0.181;-0.755;2.288;0.451;-0.351;0.03;0.726;-0.102;0.07;-0.438;-0.347;-0.851;-0.37;-0.079;-0.079;0.477;0.478;-0.55;-0.551;-0.01;-0.007;-1.268;0.397;0.940228864;2.239038194;1.163530522;2.552701677;0.125196487;-0.129082845;0.516450752;-0.063476797;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.870474934;0.511090969
Las Navas ;89;D;35;-1.389;-0.964;-0.554;-0.539;NA;0.124;0.92;-0.728;0.038;2.026;1.435;-0.195;1.591;0.626;-0.303;1.975;0.056;0.144;0.545;0.335;-0.533;-0.377;-0.556;-0.383;-0.823;1.487;0.451;-0.341;0.028;1.077;-0.102;0.141;-0.438;-0.646;-0.993;-0.376;0.155;0.154;-0.556;-0.558;0.064;0.064;0.126;0.131;-0.691;0.162;0.398914452;-0.162364994;-0.035361764;-0.342184035;1.92137534;3.042509491;1.10279717;1.391468934;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.059872659;0.265241651
Atalaya;90;H;10;1.636;0.391;2.273;NA;NA;0.58;0.166;1.406;0.126;0.152;-0.253;-0.256;1.547;0.464;-0.327;-0.288;0.037;-0.14;-0.328;-0.164;-0.973;-0.844;-0.987;-0.383;-0.815;0.526;0.471;0.079;0.311;0.062;-0.102;1.305;0.743;-0.122;-0.224;-0.097;0.898;0.898;1.535;1.537;0.032;0.032;0.666;0.661;-0.484;-0.53;-0.496864726;-0.452508824;-0.513989305;-0.466534796;0.018073476;-0.05110128;0.97221347;0.121198991;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.593472551;0.947665581
Atalaya;91;H;30;1.031;0.021;-0.339;0.734;-0.573;1.492;1.673;1.259;0.758;0.743;1.891;-0.081;0.349;-0.523;-0.316;0.124;0.713;-0.888;-0.298;-0.299;1.275;0.707;1.22;0.827;0.468;0.008;0.471;0.077;0.31;0.726;-0.102;0.557;0.153;-0.555;-0.643;-0.129;1.182;1.182;-0.42;-0.418;1.266;1.266;0.467;0.47;-0.027;-0.778;-0.496864726;-0.452508824;-0.513989305;-0.466534796;1.9487789;0.517343286;0.777618152;0.360778391;0.054011963;-0.172321868;-0.165412086;-0.21134021;0.64224803;0.728412637
Atalaya;92;H;20;3.172;-0.077;0.785;NA;NA;0.124;-0.21;0.431;-0.067;2.371;1.632;-0.263;0.708;1.144;-0.351;-0.306;0.012;1.224;-0.343;-0.208;-0.21;0.459;-0.357;0.222;0.242;0.033;0.463;0.079;0.309;0.911;-0.102;1.115;0.448;-0.498;-0.526;0.324;1.731;1.731;-0.726;-0.726;1.067;1.067;0.291;0.29;-0.302;-1.369;-0.496864726;-0.452508824;-0.513989305;-0.466534796;2.065866842;2.244224523;1.049027411;0.672730734;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.708903236;0.895658106
Atalaya;93;H;60;-0.039;0.514;1.125;1.384;NA;-0.332;-0.587;0.192;-0.155;0.793;-0.314;-0.277;-0.885;1.262;-0.345;-0.333;-1.094;1.331;-0.332;0.057;0.842;0.474;1.406;-0.786;-1.117;0.008;0.463;0.084;0.309;0.431;-0.102;-0.073;-0.438;-0.484;-0.91;-0.228;1.263;1.263;-0.707;-0.707;1.94;1.94;0.578;0.576;-0.838;0.101;-0.496864726;-0.452508824;-0.513989305;-0.466534796;0.123203501;1.535720961;1.440778511;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;1.133020266;0.821272919
Atalaya;94;H;40;1.078;1.241;2.689;NA;NA;-0.788;-0.964;-1.077;-1.19;-0.736;-0.992;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-0.266;1.01;0.063;1.393;-0.383;-1.117;-0.546;0.382;0.085;0.309;1.114;-0.102;-0.501;-0.585;0.849;-0.664;-0.34;0.435;0.435;1.47;1.472;-0.147;-0.147;-0.239;-0.24;-0.838;1.052;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.737578694;1.896545374
Atalaya;95;H;5;1.497;-0.163;1.137;0.937;-0.573;-0.332;-0.21;0.192;0.319;-0.736;-0.326;-0.277;-0.885;1.262;-0.334;-0.331;1.403;-0.281;-0.325;-1.135;1.66;-0.482;2.004;0.021;-0.891;-1.47;0.463;0.082;0.31;1.926;-0.102;1.923;0.743;-0.172;-0.659;0.16;2.452;2.452;3.162;3.161;0.683;0.683;1.786;1.785;-0.484;0.325;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.221084873;-0.5810681;0.508769358;0.203554409;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.40015309;1.00868083
Atalaya;96;H;25;-0.225;0.181;2.016;NA;NA;0.58;0.166;0.689;0.495;0.223;-0.752;-0.256;1;0.75;-0.343;-0.288;0.942;0.771;-0.323;-1.007;-0.313;-0.858;-0.215;-0.584;-1.042;-0.115;0.471;0.083;0.311;0.468;-0.102;1.139;0.595;1.212;-0.891;-0.225;-0.185;-0.185;1.755;1.756;-0.23;-0.23;-0.054;-0.049;-1.241;1.337;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.685948914;-0.258368071;-0.351546784;-0.295569341;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.016455411;1.245085956
Atalaya;97;H;20;1.217;-0.36;0.966;-1.231;NA;0.124;-0.21;0.266;-0.225;-0.292;0.651;-0.267;1.753;-0.078;-0.344;-0.313;1.666;-0.386;-0.332;-0.843;2.313;0.193;2.815;0.021;-0.966;0.477;0.471;0.079;0.313;-0.307;-0.102;-0.049;-0.29;-0.291;-0.834;0.611;0.078;0.078;-0.716;-0.717;-0.151;-0.151;0.076;0.078;-0.751;0.651;-0.496864726;-0.452508824;-0.513989305;-0.466534796;1.249240729;0.04124531;1.328118064;1.201801909;-0.133129103;-0.093790184;-0.165412086;0.261201032;1.255938546;0.534572185
Atalaya;98;H;35;2.102;1.314;3.049;NA;NA;0.124;0.543;0.027;0.056;1.533;1.866;-0.27;1.572;-0.375;-0.347;-0.279;0.231;0.283;-0.337;0.654;-0.937;-0.59;-0.968;-0.988;-0.966;0.501;0.471;0.077;0.314;-0.012;-0.102;0.022;-0.438;-0.462;-0.87;1.257;0.596;0.596;2.067;2.069;0.547;0.548;0.624;0.619;-0.544;0.458;-0.496864726;-0.452508824;-0.513989305;-0.466534796;2.649313565;2.417117861;1.2820297;1.388973315;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.882117805;0.871644452
Atalaya;99;H;5;2.195;-0.016;0.649;1.071;-0.573;-0.332;-0.21;-0.838;-0.558;-0.144;-0.326;-0.277;-0.885;1.262;-0.352;-0.306;-0.553;1.314;-0.346;-0.794;0.857;-0.32;0.562;-0.786;-1.042;-0.066;0.471;0.078;0.314;-0.399;-0.102;0.521;0.005;-0.059;-0.883;0.639;-0.292;-0.292;-0.147;-0.147;0.237;0.237;-0.46;-0.463;-1.042;0.739;-0.496864726;-0.452508824;-0.513989305;-0.466534796;0.026045421;0.316745971;1.210336688;1.451363784;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.660330127;0.981917656
Atalaya- Cortelana;100;H;0;0.519;0.465;-0.169;1.055;NA;-0.788;-0.964;-1.077;-1.19;-0.884;-1.029;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-0.471;-0.188;-0.486;-0.209;-0.383;-1.117;-0.558;-0.671;0.391;-1.403;0.265;-0.102;-0.18;0.005;-0.032;-0.308;0.879;-0.244;-0.244;0.918;0.916;-0.224;-0.224;0.851;0.852;-1.042;-1.404;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-2.787414899;1.29417754
Atalaya- Cortelana;101;D;80;-0.086;2.361;0.756;-0.3;0.502;-0.788;-0.964;-1.077;-1.19;-0.914;-1.036;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;1.881;1.161;2.586;0.953;-0.383;-0.725;0.501;-0.671;0.39;-1.403;-0.436;-0.102;-0.109;0.3;-0.611;-0.641;0.63;-0.681;-0.681;-0.567;-0.567;-0.461;-0.461;1.777;1.775;-0.751;-1.393;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-0.40926972;2.596854343
Atalaya- Cortelana;102;H;15;0.333;1.499;0.555;NA;NA;0.124;0.166;0.303;0.67;-0.47;-0.873;-0.134;1.67;1.04;-0.187;-0.099;0.163;0.653;-0.118;0.973;0.353;0.797;0.68;-0.584;-0.846;0.994;-0.671;0.39;-1.402;-0.381;-0.102;1.341;1.48;-0.252;-0.617;0.537;-0.292;-0.291;-0.094;-0.096;-0.004;-0.004;1.386;1.382;-1.126;-1;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.627654067;-0.478460778;0.915883246;-0.088432984;-0.273826401;0.652949686;0.688092395;3.41147598;0.718129005;1.3690507
Atalaya- Cortelana;103;D;75;0.566;1.13;-0.283;NA;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;1.574;2.09;4.424;1.969;-0.383;-1.17;-1.372;-0.671;0.391;-1.402;-0.399;-0.102;-0.085;0.005;-0.502;-0.397;1.368;-0.665;-0.665;-0.675;-0.675;-0.57;-0.57;0.977;0.979;-0.691;-0.91;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
Atalaya- Cortelana;104;H;20;0.566;0.76;1.734;-0.507;-0.266;-0.788;-0.964;-1.077;-1.19;-0.884;-1.029;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-0.027;0.234;0.004;0.045;-0.786;-1.042;1.98;-0.671;0.394;-1.401;0.634;-0.102;0.082;0.595;-0.466;-0.573;0.561;0.021;0.021;0.451;0.45;-0.216;-0.216;0.91;0.905;-0.895;-0.803;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-2.787415721;1.294175655
Atalaya- Cortelana;105;D;95;0.38;1.253;1.006;-0.258;1.475;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-1.391;-1.467;-1.073;-1.55;-1.391;-1.042;1.684;-0.671;0.393;-1.401;-0.547;-0.102;-0.322;0.005;-0.641;-0.729;0.912;-0.808;-0.808;-0.917;-0.917;-0.65;-0.651;1.12;1.117;-0.604;-0.945;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
Atalaya- Cortelana;106;H;55;1.497;1.13;2.432;NA;NA;-1.244;-0.964;-1.077;-1.19;-0.934;-1.033;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;-0.496;0.013;-0.452;0.286;-0.584;-0.551;1.93;-0.671;0.388;-1.402;-0.178;-0.102;-0.025;0.448;-0.364;-0.733;0.839;-0.403;-0.403;-0.091;-0.091;-0.415;-0.415;0.776;0.778;-0.955;-0.427;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;-2.956022211;1.147614139
Atalaya- Cortelana;107;H;10;1.124;0.883;1.513;NA;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;0.739;-0.795;-0.497;-0.704;-0.786;-0.136;-1.199;-0.671;0.388;-1.402;-0.362;-0.102;-0.406;0.005;-0.271;-0.858;1.354;-0.715;-0.715;-0.809;-0.81;-0.47;-0.47;1.654;1.658;-0.925;-0.479;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
Atalaya- Cortelana;108;H;30;0.985;0.514;1.276;0.441;-0.573;0.124;-0.21;0.523;-0.4;-0.766;-0.925;-0.196;0.615;0.951;-0.283;-0.273;-0.508;1.185;-0.291;-0.241;-0.183;-0.302;-0.135;-0.181;-1.027;2.152;-0.671;0.386;-1.402;-0.879;-0.102;0.379;0.743;-0.405;-0.696;2.078;-0.696;-0.696;-0.534;-0.535;-0.326;-0.327;1.788;1.785;-0.661;-1.13;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.665520805;-0.564137892;1.156566929;0.62032274;-0.389935822;-0.318363245;-0.40614412;-0.368853957;0.407301739;1.482713065
Atalaya- Cortelana;109;H;15;0.287;1.314;1.035;NA;NA;-1.244;-1.34;-1.077;-1.19;-0.934;-1.041;-0.277;-0.885;-1.231;-0.353;-0.333;-1.094;-1.389;-0.348;0.271;0.199;0.403;0.444;-0.181;-1.095;1.758;-0.671;0.384;-1.403;-0.27;-0.102;-0.013;0.153;-0.579;-0.369;0.555;-0.105;-0.105;0.068;0.067;-0.19;-0.19;2.396;2.4;-0.212;-1.007;-0.496864726;-0.452508824;-0.513989305;-0.466534796;-0.795563158;-0.709327253;-1.119686196;-1.044254965;-0.389935822;-0.318363245;-0.40614412;-0.368853957;NA;NA
